uid,nightuid,namedLocation,domainID,siteID,plotID,trapCoordinate,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,trapStatus,trapType,collectDate,tagID,taxonID,scientificName,taxonRank,identificationQualifier,identificationReferences,nativeStatusCode,sex,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,larvalTicksAttached,nymphalTicksAttached,adultTicksAttached,bloodSampleID,bloodSampleMethod,fecalSampleID,fecalSampleCondition,earSampleID,hairSampleID,hairSampleContents,voucherSampleID,measuredBy,recordedBy,remarks
10f04078-955c-4f57-a097-b07c3864c3b5,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A8,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
0a4e0b78-cddd-4551-bb8c-2f106d29eff6,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A5,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
65ab0a2d-aec2-46ae-8dd8-eb18f5f597b0,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A6,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
f7b3b01a-7498-47f0-94df-03f0d0434714,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A3,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
9eacf6ae-a3b9-4ced-88fd-e728f9e1be4f,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,J3,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
e8fa3ef6-8470-4d9d-b312-f718073e56b1,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,J2,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
98c8777c-fb3d-4099-bb41-768fd1938c05,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,J1,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
8fe42298-4ab5-439c-9aee-31b820ea9434,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B6,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
b4797b86-2c21-48d4-bf29-ebe4cce3854d,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B7,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
6f16687b-026a-47b4-973c-eab450e1ce06,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B8,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
40aa2d0c-a5b1-446e-8a2f-c3ccf9fc70ab,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B9,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
7b447d0f-6f66-49a2-b651-89b2bd97b73e,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B2,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
c8b0473d-4fe7-44a7-9054-b66100addb0c,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B3,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
b41b882d-a7e6-41ab-903d-83a11cf48c78,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B4,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
bd9ff340-ea69-4f1e-9d2c-38375da23a7e,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B5,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
d284ae57-a059-443a-973b-08d9ece7143d,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,G10,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
9ea1c0a4-6583-45c9-bd17-77a473543f5e,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I9,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
b3e2b1f1-848c-4665-a994-4b0b625d7329,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I6,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
7b6f1acb-dccd-41ba-a0bb-7b38b2ddf320,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I5,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
64d25adc-23b7-4262-b7e2-2f3d034a671a,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I8,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
61fbdca7-a20b-40e2-a1ca-ab27b6ab0f5b,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I7,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
74aa8f45-e436-4906-8b15-19964c198639,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I2,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
f360b3b3-1b67-44fb-906e-45822b2fbfe9,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I10,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
9087c7c3-13da-45d9-83fa-13ff0feaa7f5,D7BD7B81BE3C430D8892472FD4B71C41,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I1,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esNjjubcI51hdInmRHEEIrFR4+oIJtuN,iG3yTlTjsrBXAwy6zXMU2d4Iwj9YMw/k,
1e81b9e7-993f-48d2-9da5-c716ae466be2,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A4,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
e34b8596-70a8-4eba-b22e-3e3b07450fc4,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A1,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
1a4b2d33-0428-405d-b10a-d85df9026828,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A2,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
55a1454f-dc64-4733-9934-abde27256383,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A10,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
22b02bc6-4bbb-4324-8c4a-b92841341467,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H1,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
147356e0-f955-477f-b100-44e162930faf,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H2,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
e6db3811-2bf6-4f75-bf87-a73b800c2e9f,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H3,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
0a90537c-e247-48fb-8bc4-0fc8548f0959,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H4,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
dc8407c6-7e92-46e6-adff-7e2685147914,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H5,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
a91e6257-9f77-48d6-833f-0ecd0dd17eea,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H6,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
789b2551-c1c3-441a-87ea-93df2854b1d1,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H7,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
31c4aca0-e88f-4d91-99fd-d24c89f871b4,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,J10,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
cbe7554c-cf51-453d-9dba-e2cef6ead759,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H9,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
fb7e77fb-b8cc-436f-814d-cad2e9d48d62,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H8,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
7cf7942f-8890-4778-8f6d-1d8186e40aed,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G1,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
c4a8a1b6-e9d7-473e-830a-2268fe72bde0,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G2,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
7319c735-28ad-43fe-a5bd-3da8357405fc,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G5,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
34e92ab5-a970-46b9-8e01-f2269faf6fda,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G6,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
681b3471-cead-4390-a0bd-b03702ee7afa,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G3,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
70c2d618-19d6-4dd2-b4a1-afc688fb32da,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G4,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
8b1f69d5-85f8-411e-a88b-ed8cf8169580,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G9,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
43edd0a0-14b5-4e96-a527-c5ab0cac0d6d,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G8,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
dd33b315-22a6-4fd8-87ec-ce303e8d5d10,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,G7,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
8e44637c-c2f2-434b-b817-3db0152ed47d,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F2,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
c803f8c6-ce06-4626-9304-a91c6900355c,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F3,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
a3082648-d1f7-4a1d-991d-f4b806d41a22,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F4,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
6cf2e8d4-e5c8-44d0-85b6-32da5c73c144,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F5,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
0f711be2-55f3-4000-ad5b-7eb8cee9d7a7,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F1,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
93842648-f552-4ee5-96ed-bbb8eaa3c090,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,D10,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
792be096-f5fb-4b27-9fb2-948a315a587c,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F7,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
4196e3ad-b0b9-4b47-a632-7288d0f02c9b,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F6,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,6 - trap set and empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
46d3c765-6c1b-4cdb-b18f-da801714e6dc,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F9,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
b1d8e7a6-28b5-4f0d-837e-f5a3a5634789,FAC546C464C4462A831B720D3A4E1167,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F8,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,2 - trap disturbed/door closed but empty,,2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PJFp7Bz5yt0i7NbdgCZwd9JF8pNuCrFS,cVPbPdjHNiEVZ3Vlm83FuXHus5z3id4m,
